STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;PRCP;TAVG;TMAX;TMIN
SP000008215;VALPARAISO;-33.02278;-71.64389;51;1999-11;0.7;15;18.1;11.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;1999-12;0;16.05;19.4;12.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-01;0;16.9;20.6;13.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-02;3.8;17.35;20.1;14.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-03;0;15.95;19.4;12.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-04;5.4;14.65;17.5;11.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-05;16.4;14.15;17.2;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-06;349.7;13.2;15.5;10.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-07;5.3;11.8;14.9;8.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-08;6.4;12.8;15.7;9.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-09;112.2;12.95;15.5;10.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-10;3.6;13.65;16.4;10.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-11;0;15;18.4;11.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2000-12;0.1;16.65;20.5;12.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-01;0;17.1;20.6;13.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-02;0.3;17.5;20.6;14.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-03;0;16.5;19.5;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-04;16.3;15.6;18.3;12.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-05;55.9;13.15;15.7;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-06;4.4;12.4;15.4;9.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-07;330;12.6;15;10.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-08;59.8;12.7;15.2;10.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-09;0;12.4;15;9.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-10;0;13.65;16.2;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-11;0;14.6;17.5;11.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2001-12;0;15.6;17.6;13.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-01;0;17.35;20.5;14.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-02;0;16.95;19.7;14.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-03;7.6;17.8;21.6;14
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-04;2.4;15.55;18.7;12.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-05;196.5;13.3;15.8;10.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-06;177.4;11.7;14.5;8.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-07;124.2;11.55;14.4;8.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-08;172.6;12.75;15.6;9.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-09;15.8;13.45;16.3;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-10;6.6;14;16.8;11.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-11;0;14.65;17.6;11.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2002-12;0;15.95;18.9;13
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-01;0.2;17.05;20.1;14
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-02;0;15.85;19.9;11.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-03;1.2;15.75;19;12.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-04;0.2;14.2;18;10.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-05;134.5;12.65;16.4;8.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-06;27.7;13.45;16.3;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-07;52.1;12.15;15.3;9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-08;19.3;12.2;15.2;9.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-09;27.2;13.3;16.5;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-10;8.9;14.8;18.6;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-11;9.9;15.75;19.4;12.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2003-12;0;15.95;19.6;12.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-01;0;17.2;20.3;14.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-02;0;17.15;20.5;13.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-03;1.6;17.6;20.8;14.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-04;42.8;16.45;20;12.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-05;29.2;12.75;15.8;9.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-06;67.5;12.45;15.8;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-07;113.8;12.35;15.6;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-08;91;13.05;16.6;9.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-09;15.8;13.3;16.5;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-10;0.1;13.9;17.3;10.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-11;33.3;14.05;16.5;11.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2004-12;0;16.75;20.9;12.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-01;0;17.05;21;13.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-02;0.2;17.7;20.5;14.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-03;11;17.1;20.7;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-04;0.6;14.5;18;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-05;116.2;13.3;15.9;10.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-06;104.3;13;15.4;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-07;27;12.6;15.1;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-08;107.5;13.25;15.9;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-09;19.4;12.95;15.9;10
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-10;5;13.9;17.2;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-11;34.5;15.25;18.5;12
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2005-12;0.1;16.5;19.8;13.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-01;1.1;18.05;21.5;14.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-02;0;18.35;21.3;15.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-03;0;16;20;12
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-04;3.2;14.2;17.3;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-05;30.9;13;15.3;10.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-06;151;13.55;16.1;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-07;196.4;13.8;16.5;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-08;44.5;13.3;16;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-09;4.1;14.1;17.8;10.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-10;45.7;14.55;17.9;11.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-11;0;15.3;18.7;11.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2006-12;0;16.55;20.1;13
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-01;0;18.05;21.3;14.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-02;22.2;17.8;20.8;14.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-03;0;16.55;19.6;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-04;0;15.65;18.8;12.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-05;13.1;12.9;15.9;9.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-06;93.4;10.75;13.7;7.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-07;28.6;11.05;14.3;7.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-08;42.4;10.55;13.9;7.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-09;1.7;11.7;14.6;8.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-10;0;13.75;17.3;10.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-11;1.2;14.95;18.8;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2007-12;0.1;15.75;19;12.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-01;0.2;17.25;20.2;14.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-02;0;18.3;21.4;15.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-03;8.7;17.15;20.7;13.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-04;17.8;13.9;16.7;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-05;166.9;12.9;15.4;10.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-06;53.5;11.85;14.7;9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-07;71.8;12.05;14.4;9.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-08;167.1;12.45;15.6;9.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-09;1.1;13.45;16.6;10.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-10;0;13.95;17.4;10.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-11;0.2;15.35;18.5;12.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2008-12;0;17.3;20.5;14.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-01;0;17.3;20.4;14.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-02;0;17.1;20.4;13.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-03;0;16.7;19.9;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-04;0.5;15.4;18.5;12.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-05;1;14;17;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-06;144.6;12;14.7;9.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-07;10.7;12.1;15.5;8.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-08;118.9;12.8;15.8;9.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-09;6.4;12.05;15;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-10;0;14.5;18.2;10.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-11;2.3;14.5;18.4;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2009-12;0;16.3;20.5;12.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-01;0;17.3;21;13.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-02;0;16.95;20.4;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-03;0.2;16.8;20.1;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-04;0;14.6;18.1;11.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-05;37.2;13.35;16.1;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-06;88.9;12.45;15.3;9.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-07;39.1;11.05;14.1;8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-08;2.1;12;14.9;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-09;32.9;12.85;16.5;9.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-10;10;13.7;16.8;10.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-11;1;14.7;17.9;11.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2010-12;0.2;15.4;18.6;12.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-01;0;17.25;20.7;13.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-02;1.3;17.65;21.1;14.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-03;0.3;16.55;20.1;13
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-04;14.3;15.1;18.1;12.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-05;0.3;12.75;15.6;9.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-06;108.8;13.05;16.4;9.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-07;89.7;11.1;14.1;8.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-08;75.8;12.2;15.3;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-09;0.7;13.55;17;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-10;0.2;13.6;17.1;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-11;0.5;15.4;19;11.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2011-12;0.1;16.8;20.1;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-01;0;18.65;21.9;15.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-02;0.4;18.3;22.2;14.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-03;0.2;17.3;20.9;13.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-04;0.2;15.6;19.2;12
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-05;53;15.05;18.1;12
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-06;125.4;13.7;16.4;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-07;0.5;11.65;15.1;8.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-08;102.9;12.25;15.4;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-09;1.6;13.2;15.9;10.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-10;45.6;13.75;16.7;10.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-11;6.4;15.45;18.6;12.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2012-12;30;16.85;20.4;13.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-01;2.2;18.15;21;15.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-02;0;18.85;22.9;14.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-03;0;16.05;19.9;12.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-04;0;14.7;17.8;11.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-05;196.2;14.05;17.2;10.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-06;36.4;12.1;14.7;9.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-07;13.9;12.3;15.1;9.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-08;28.1;12.8;16.5;9.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-09;0.1;12.6;15.8;9.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-10;1.8;13.5;16.7;10.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-11;0;15.25;18.9;11.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2013-12;0.4;16.8;20.1;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-01;0.2;17.95;21.6;14.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-02;0;17.1;20.7;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-03;1.8;15.6;18.9;12.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-04;0;14.6;18.4;10.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-05;26.3;14.1;17;11.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-06;144.9;12.25;15;9.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-07;29.8;12.1;14.5;9.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-08;33.4;12.7;15.8;9.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-09;46.5;13.65;16.5;10.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-10;0;14.8;18.2;11.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-11;0.4;14.9;18.4;11.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2014-12;0;15.95;19.2;12.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-01;0;17.35;20.2;14.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-02;0.2;17.3;20.6;14
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-03;4.4;18.35;21.9;14.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-04;0;16.45;19.7;13.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-05;0.6;14.2;17.4;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-06;0;13.35;16.9;9.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-07;44;12.4;15.1;9.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-08;141.2;13.45;15.9;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-09;65.3;14.6;17.8;11.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-10;79;14.5;17.6;11.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-11;0.7;15.55;18.7;12.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2015-12;0;16.8;20.2;13.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-01;1.7;19.85;23;16.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-02;0;18.65;22.1;15.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-03;0.2;17.45;19.9;15
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-04;95.9;16.05;18.6;13.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-05;48.5;15.15;17.5;12.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-06;46.1;12.35;15.5;9.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-07;90.7;12.7;15.3;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-08;0.2;13.6;17;10.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-09;2.2;13.5;16.6;10.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-10;11.3;15.3;18.6;12
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-11;0;16.85;20.7;13
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2016-12;15.3;17.8;21.4;14.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-01;0;18.7;22.6;14.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-02;0;18.65;22.4;14.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-03;0;17.35;20.9;13.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-04;3.7;15.75;19.7;11.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-05;118.5;14.45;17.3;11.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-06;150.7;13;15.7;10.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-07;32.1;12.45;15.5;9.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-08;90.6;12.55;15.5;9.6
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-09;13.4;12.95;15.8;10.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-10;40.8;13.7;17.1;10.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-11;2.6;15.3;18.7;11.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2017-12;0.4;16.8;20.4;13.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-01;0.3;17.8;21.2;14.4
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-02;0;17.75;20.7;14.8
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-03;0.5;16.65;20.6;12.7
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-04;0.3;15;18.1;11.9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-05;49.4;14;17;11
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-06;83.7;11.65;14.8;8.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-07;50.7;11.8;14.6;9
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-08;13.3;12.05;14.9;9.2
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-09;18.4;13.65;17;10.3
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-10;9.4;14.15;17.8;10.5
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-11;0;16.65;21.2;12.1
SP000008215;VALPARAISO;-33.02278;-71.64389;51;2018-12;0;17;20.3;13.7
